"as_of","target","target_end_date","location","horizon","output_type","output_type_id","oracle_value"
2025-09-24,"wk flu hosp rate change",2024-05-18,"17",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"17",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"17",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"17",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"17",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"17",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"17",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"17",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"17",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"17",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"17",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"17",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"17",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"18",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",3,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"19",3,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",2,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",2,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",3,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"20",3,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"21",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"22",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",2,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",2,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"23",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"24",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",1,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",1,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",2,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",2,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",3,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"26",3,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"28",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",2,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",2,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",3,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"29",3,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"30",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",2,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",2,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",3,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"31",3,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"32",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"33",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",1,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",1,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"34",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-05-18,"35",3,"pmf","increase",0
